Departamento;Fecha;Precip.Acumulada_(mm);Heliofanía_Relativa_(%);Rad.Solar_(xHelio)cal/cma²;Humedad_Rel.
Canelones;6/8/2022;0.0;81.3;292.9;2.0
Canelones;7/8/2022;0.0;66.7;262.1;0.0
Canelones;8/8/2022;0.0;63.7;257.5;0.0
Canelones;9/8/2022;0.0;80.6;299.6;0.0
Canelones;10/8/2022;0.0;82.2;306.4;0.0
Canelones;11/8/2022;0.0;64.1;265.8;0.0
Canelones;12/8/2022;3.92;64.8;270.2;0.0
Canelones;13/8/2022;0.0;84.3;320.5;0.0
Canelones;14/8/2022;0.58;85.9;327.4;0.0
Canelones;15/8/2022;0.0;50.3;241.8;0.0
Canelones;16/8/2022;0.0;69.6;292.9;0.0
Canelones;17/8/2022;0.0;17.6;163.5;0.0
Canelones;18/8/2022;0.0;68.3;295.1;0.0
Canelones;19/8/2022;0.0;88.3;349.9;0.0
Canelones;20/8/2022;0.0;80.7;333.3;0.0
Canelones;21/8/2022;0.0;75.0;321.4;0.0
Canelones;22/8/2022;0.0;81.1;341.0;0.0
Canelones;23/8/2022;0.0;82.7;348.4;0.0
Canelones;24/8/2022;0.0;73.4;326.6;0.0
Canelones;25/8/2022;0.0;37.9;232.5;0.0
Canelones;26/8/2022;44.65;59.4;294.3;0.0
Canelones;27/8/2022;4.85;7.2;151.0;0.0
Canelones;28/8/2022;0.0;59.9;301.5;0.0
Canelones;29/8/2022;0.0;89.1;387.6;0.0
Canelones;30/8/2022;0.0;88.8;390.4;0.0
Canelones;31/8/2022;0.6;60.2;311.1;0.0
Canelones;1/9/2022;1.2;0.0;137.3;0.0
Canelones;2/9/2022;0.0;80.1;375.9;0.0
Canelones;3/9/2022;0.0;95.6;425.7;0.0
Canelones;4/9/2022;0.0;93.5;423.4;0.0
Canelones;5/9/2022;0.0;93.3;426.6;0.0
Canelones;6/9/2022;0.0;83.4;400.2;0.0
Canelones;7/9/2022;0.0;88.3;419.1;0.0
Canelones;8/9/2022;3.0;81.2;400.6;0.0
Canelones;9/9/2022;0.0;24.1;223.9;0.0
Canelones;10/9/2022;0.0;94.3;449.8;0.0
Canelones;11/9/2022;0.0;82.1;414.5;0.0
Canelones;12/9/2022;0.0;68.2;373.0;0.0
Canelones;13/9/2022;0.0;82.4;422.8;0.0
Canelones;14/9/2022;0.0;85.6;437.0;0.0
Canelones;15/9/2022;0.0;91.2;459.5;0.0
Canelones;16/9/2022;0.0;85.0;442.6;0.0
Canelones;17/9/2022;0.0;76.3;417.0;0.0
Canelones;18/9/2022;0.0;34.3;276.9;0.0
Canelones;19/9/2022;0.0;58.4;362.1;0.0
Canelones;20/9/2022;0.0;49.9;335.6;0.0
Canelones;21/9/2022;0.0;86.2;465.3;0.0
Canelones;22/9/2022;0.0;39.7;305.0;0.0
Canelones;23/9/2022;0.0;77.4;441.7;0.0
Canelones;24/9/2022;0.0;84.6;470.8;0.0
Canelones;25/9/2022;0.0;64.7;402.7;0.0
Canelones;26/9/2022;0.0;57.1;378.3;0.0
Canelones;27/9/2022;0.0;85.4;484.9;0.0
Canelones;28/9/2022;0.0;90.9;508.8;0.0
Canelones;29/9/2022;0.0;67.2;424.1;0.0
Canelones;30/9/2022;0.0;41.1;329.7;0.0
Canelones;1/10/2022;0.0;79.6;477.3;0.0
Canelones;2/10/2022;0.0;87.4;510.5;0.0
Canelones;3/10/2022;0.0;91.9;531.3;0.0
Canelones;4/10/2022;0.0;89.2;524.7;0.0
Canelones;5/10/2022;0.0;85.1;512.0;0.0
Canelones;6/10/2022;0.0;10.3;223.3;0.0
Canelones;7/10/2022;0.0;89.3;535.7;0.0
Canelones;8/10/2022;2.2;14.2;241.6;0.0
Canelones;9/10/2022;0.0;89.6;543.6;0.0
Canelones;10/10/2022;0.0;75.2;489.7;0.0
Canelones;11/10/2022;0.0;37.5;340.4;0.0
Canelones;12/10/2022;0.0;85.7;538.4;0.0
Canelones;13/10/2022;0.0;61.4;442.2;0.0
Canelones;14/10/2022;0.0;89.1;559.0;0.0
Canelones;15/10/2022;0.0;8.5;228.7;0.0
Canelones;16/10/2022;0.0;67.1;473.7;0.0
Canelones;17/10/2022;0.0;70.7;491.6;0.0
Canelones;18/10/2022;0.0;49.8;406.6;0.0
Canelones;19/10/2022;1.3;39.8;366.1;0.0
Canelones;20/10/2022;3.0;16.8;270.4;0.0
Canelones;21/10/2022;6.6;67.7;489.7;0.0
Canelones;22/10/2022;4.4;12.9;256.6;0.0
Canelones;23/10/2022;0.0;84.0;565.1;0.0
Canelones;24/10/2022;0.0;80.1;550.8;0.0
Canelones;25/10/2022;0.0;80.6;555.7;0.0
Canelones;26/10/2022;1.0;19.5;290.8;0.0
Canelones;27/10/2022;0.0;65.2;493.4;0.0
Canelones;28/10/2022;0.0;82.3;571.1;0.0
Canelones;29/10/2022;2.9;35.0;363.8;0.0
Canelones;30/10/2022;0.5;0.0;209.0;0.0
Canelones;31/10/2022;1.5;66.1;506.1;0.0
Canelones;1/11/2022;0.0;75.6;551.0;0.0
Canelones;2/11/2022;0.0;95.3;642.8;0.0
Canelones;3/11/2022;0.0;94.4;641.1;0.0
Canelones;4/11/2022;0.0;80.2;578.9;0.0
Canelones;5/11/2022;0.0;70.5;536.7;0.0
Canelones;6/11/2022;0.0;85.7;608.7;0.0
Canelones;7/11/2022;0.0;91.4;637.3;0.0
Canelones;8/11/2022;0.0;90.5;635.4;0.0
Canelones;9/11/2022;0.0;92.5;646.8;0.0
Canelones;10/11/2022;0.0;89.4;634.5;0.0
Canelones;11/11/2022;0.0;87.1;625.9;0.0
Canelones;12/11/2022;0.9;54.3;474.2;0.0
Canelones;13/11/2022;18.6;26.0;342.7;0.0
Canelones;14/11/2022;0.2;11.5;275.4;0.0
Canelones;15/11/2022;0.0;95.1;671.7;0.0
Canelones;16/11/2022;0.0;92.0;659.0;0.0
Canelones;17/11/2022;0.0;57.4;496.2;0.0
Canelones;18/11/2022;0.0;76.7;589.6;0.0
Canelones;19/11/2022;0.0;33.6;385.0;0.0
Canelones;20/11/2022;11.1;41.4;423.4;0.0
Canelones;21/11/2022;5.5;0.0;225.1;0.0
Canelones;22/11/2022;0.0;64.8;538.2;0.0
Canelones;23/11/2022;0.0;90.3;662.7;0.0
Canelones;24/11/2022;0.0;90.2;663.5;0.0
Canelones;25/11/2022;0.0;83.7;633.4;0.0
Canelones;26/11/2022;0.0;85.8;644.7;0.0
Canelones;27/11/2022;0.0;79.3;614.3;0.0
Canelones;28/11/2022;0.0;88.3;659.8;0.0
Canelones;29/11/2022;0.0;86.2;650.3;0.0
Canelones;30/11/2022;0.0;68.4;564.5;0.0
Canelones;1/12/2022;0.0;49.3;471.8;0.0
Canelones;2/12/2022;0.0;77.4;610.5;0.0
Canelones;3/12/2022;0.0;64.7;548.8;0.0
Canelones;4/12/2022;0.0;86.4;656.8;0.0
Canelones;5/12/2022;0.0;92.0;685.0;0.0
Canelones;6/12/2022;0.0;94.0;696.0;0.0
Canelones;7/12/2022;0.0;83.5;644.4;0.0
Canelones;8/12/2022;0.0;66.6;561.5;0.0
Canelones;9/12/2022;18.7;86.8;662.5;0.0
Canelones;10/12/2022;0.0;87.5;666.3;0.0
Canelones;11/12/2022;7.3;79.7;628.3;0.0
Canelones;12/12/2022;3.5;76.2;611.4;0.0
Canelones;13/12/2022;0.0;95.0;705.3;0.0
Canelones;14/12/2022;1.2;92.9;695.3;0.0
Canelones;15/12/2022;1.6;42.6;445.1;0.0
Canelones;16/12/2022;0.0;90.1;681.7;0.0
Canelones;17/12/2022;0.0;82.4;643.7;0.0
Canelones;18/12/2022;0.0;78.2;622.7;0.0
Canelones;19/12/2022;0.0;64.9;556.7;0.0
Canelones;20/12/2022;0.0;80.3;633.3;0.0
Canelones;21/12/2022;0.0;86.5;664.6;0.0
Canelones;22/12/2022;0.0;86.6;664.9;0.0
Canelones;23/12/2022;28.5;32.1;393.4;0.0
Canelones;24/12/2022;0.2;9.8;281.9;0.0
Canelones;25/12/2022;0.0;93.6;699.6;0.0
Canelones;26/12/2022;0.0;90.8;685.4;0.0
Canelones;27/12/2022;0.0;74.8;605.3;0.0
Canelones;28/12/2022;0.0;81.8;639.8;0.0
Canelones;29/12/2022;0.0;92.4;691.8;0.0
Canelones;30/12/2022;0.0;88.9;674.3;0.0
Canelones;31/12/2022;0.0;89.0;674.1;0.0
Canelones;1/1/2023;1.2;44.8;454.9;0.0
Canelones;2/1/2023;0.6;28.8;374.7;0.0
Canelones;3/1/2023;0.0;83.5;645.7;0.0
Canelones;4/1/2023;0.0;93.4;693.9;0.0
Canelones;5/1/2023;0.0;89.2;672.6;0.0
Canelones;6/1/2023;0.0;89.3;672.2;0.0
Canelones;7/1/2023;0.0;90.1;675.1;0.0
Canelones;8/1/2023;0.0;86.7;657.4;0.0
Canelones;9/1/2023;0.0;89.6;670.7;0.0
Canelones;10/1/2023;0.0;89.0;666.8;0.0
Canelones;11/1/2023;0.4;58.7;517.0;0.0
Canelones;12/1/2023;0.0;72.9;585.8;0.0
Canelones;13/1/2023;0.0;69.5;568.0;0.0
Canelones;14/1/2023;0.0;93.0;681.6;0.0
Canelones;15/1/2023;0.0;89.5;663.3;0.0
Canelones;16/1/2023;0.0;81.8;624.6;0.0
Canelones;17/1/2023;0.0;88.3;654.9;0.0
Canelones;18/1/2023;0.0;76.3;595.5;0.0
Canelones;19/1/2023;0.0;72.1;573.9;0.0
Canelones;20/1/2023;0.8;68.7;556.1;0.0
Canelones;21/1/2023;0.0;58.1;503.6;0.0
Canelones;22/1/2023;5.2;88.3;647.1;0.0
Canelones;23/1/2023;0.0;93.5;670.0;0.0
Canelones;24/1/2023;1.0;90.8;655.4;0.0
Canelones;25/1/2023;0.0;75.8;582.2;0.0
Canelones;26/1/2023;0.0;49.9;458.0;0.0
Canelones;27/1/2023;0.0;13.8;286.0;0.0
Canelones;28/1/2023;0.0;77.6;585.9;0.0
Canelones;29/1/2023;0.0;94.5;663.4;0.0
Canelones;30/1/2023;0.0;79.4;590.3;0.0
Canelones;31/1/2023;0.0;75.2;568.7;0.0
Canelones;1/2/2023;0.0;60.7;499.6;0.0
Canelones;2/2/2023;0.0;19.8;308.3;0.0
Canelones;3/2/2023;2.2;47.7;436.0;0.0
Canelones;4/2/2023;0.0;65.5;516.1;0.0
Canelones;5/2/2023;0.0;97.3;659.9;0.0
Canelones;6/2/2023;0.0;88.0;614.5;0.0
Canelones;7/2/2023;0.0;67.4;518.7;0.0
Canelones;8/2/2023;0.0;56.4;466.9;0.0
Canelones;9/2/2023;0.0;90.0;616.3;0.0
Canelones;10/2/2023;0.0;85.0;591.2;0.0
Canelones;11/2/2023;0.0;82.3;576.4;0.0
Canelones;12/2/2023;0.0;80.2;564.6;0.0
Canelones;13/2/2023;0.3;39.8;383.3;0.0
Canelones;14/2/2023;0.0;62.5;481.4;0.0
Canelones;15/2/2023;0.0;88.4;592.5;0.0
Canelones;16/2/2023;8.9;19.7;290.0;0.0
Canelones;17/2/2023;0.0;25.8;315.1;0.0
Canelones;18/2/2023;0.0;94.4;609.6;0.0
Canelones;19/2/2023;0.0;96.1;613.9;0.0
Canelones;20/2/2023;0.0;93.3;598.6;0.0
Canelones;21/2/2023;0.0;90.5;583.5;0.0
Canelones;22/2/2023;0.0;88.4;571.5;0.0
Canelones;23/2/2023;0.0;65.5;472.2;0.0
Canelones;24/2/2023;33.5;48.7;399.1;0.0
Canelones;25/2/2023;10.0;30.2;320.1;0.0
Canelones;26/2/2023;0.0;90.9;568.9;0.0
Canelones;27/2/2023;0.0;92.8;573.1;0.0
Canelones;28/2/2023;2.5;47.7;385.6;0.0
Canelones;1/3/2023;0.0;64.3;450.6;0.0
Canelones;2/3/2023;0.0;80.9;514.8;0.0
Canelones;3/3/2023;0.0;75.7;490.5;0.0
Canelones;4/3/2023;3.3;45.8;368.7;0.0
Canelones;5/3/2023;0.0;84.8;520.3;0.0
Canelones;6/3/2023;0.0;87.4;527.2;0.0
Canelones;7/3/2023;0.0;62.9;428.1;0.0
Canelones;8/3/2023;0.0;80.7;494.1;0.0
Canelones;9/3/2023;0.0;86.6;513.3;0.0
Canelones;10/3/2023;0.0;72.3;455.2;0.0
Canelones;11/3/2023;0.0;69.4;440.6;0.0
Canelones;12/3/2023;0.0;81.7;483.9;0.0
Canelones;13/3/2023;0.0;86.0;496.5;0.0
Canelones;14/3/2023;0.0;81.4;475.5;0.0
Canelones;15/3/2023;27.7;18.8;241.5;0.0
Canelones;16/3/2023;0.0;42.6;326.6;0.0
Canelones;17/3/2023;0.0;55.8;372.1;0.0
Canelones;18/3/2023;0.0;59.3;381.7;0.0
Canelones;19/3/2023;57.6;40.5;311.6;0.0
Canelones;20/3/2023;0.0;47.2;332.9;0.0
Canelones;21/3/2023;0.0;84.0;459.3;0.0
Canelones;22/3/2023;0.0;70.1;407.1;0.0
Canelones;23/3/2023;0.0;67.8;395.9;0.0
Canelones;24/3/2023;1.8;68.0;393.2;0.0
Canelones;25/3/2023;5.7;1.7;164.7;0.0
Canelones;26/3/2023;0.0;67.6;385.3;0.0
Canelones;27/3/2023;0.0;43.2;300.7;0.0
Canelones;28/3/2023;0.0;84.1;433.4;0.0
Canelones;29/3/2023;2.2;60.5;352.3;0.0
Canelones;30/3/2023;0.5;87.3;436.1;0.0
Canelones;31/3/2023;0.2;77.2;399.8;0.0
Canelones;1/4/2023;0.0;49.1;306.3;0.0
Canelones;2/4/2023;15.6;66.5;358.8;0.0
Canelones;3/4/2023;0.0;14.7;193.1;0.0
Canelones;4/4/2023;0.0;61.7;337.3;0.0
Canelones;5/4/2023;0.0;87.2;412.8;0.0
Canelones;6/4/2023;0.0;77.8;380.3;0.0
Canelones;7/4/2023;0.0;53.5;303.3;0.0
Canelones;8/4/2023;0.0;85.4;396.0;0.0
Canelones;9/4/2023;0.0;90.9;408.6;0.0
Canelones;10/4/2023;0.0;85.0;387.5;0.0
Canelones;11/4/2023;2.3;72.8;348.3;0.0
Canelones;12/4/2023;0.0;33.0;230.1;0.0
Canelones;13/4/2023;0.0;88.6;386.6;0.0
Canelones;14/4/2023;0.0;72.6;337.9;0.0
Canelones;15/4/2023;0.0;60.3;300.0;0.0
Canelones;16/4/2023;6.9;28.9;210.0;0.0
Canelones;17/4/2023;0.3;29.9;210.7;0.0
Canelones;18/4/2023;7.8;48.1;258.3;0.0
Canelones;19/4/2023;1.2;10.0;153.1;0.0
Canelones;20/4/2023;0.0;94.1;376.0;0.0
Canelones;21/4/2023;0.0;80.7;336.7;0.0
Canelones;22/4/2023;0.0;78.2;327.0;0.0
Canelones;23/4/2023;0.0;58.1;271.8;0.0
Canelones;24/4/2023;2.5;65.7;288.7;0.0
Canelones;25/4/2023;0.0;25.1;182.6;0.0
Canelones;26/4/2023;0.0;7.4;136.5;0.0
Canelones;27/4/2023;0.0;57.0;258.5;4.0
Canelones;28/4/2023;0.0;90.9;339.8;0.0
Canelones;29/4/2023;0.0;93.0;341.7;0.0
Canelones;30/4/2023;25.3;57.5;252.4;0.0
Canelones;1/5/2023;0.0;82.2;309.2;0.0
Canelones;2/5/2023;0.0;90.0;324.9;0.0
Canelones;3/5/2023;0.0;68.4;271.0;0.0
Canelones;4/5/2023;0.0;85.8;308.8;0.0
Canelones;5/5/2023;4.8;20.1;154.3;0.0
Canelones;6/5/2023;3.5;3.8;115.8;0.0
Canelones;7/5/2023;0.0;0.0;106.0;0.0
Canelones;8/5/2023;0.0;29.9;172.1;0.0
Canelones;9/5/2023;0.0;64.8;248.2;0.0
Canelones;10/5/2023;0.0;98.0;319.0;0.0
Canelones;11/5/2023;0.0;67.1;248.7;0.0
Canelones;12/5/2023;0.0;74.1;261.7;0.0
Canelones;13/5/2023;0.0;78.2;268.3;0.0
Canelones;14/5/2023;0.0;73.5;255.9;0.0
Canelones;15/5/2023;0.0;82.5;272.8;0.0
Canelones;16/5/2023;0.0;87.7;281.4;0.0
Canelones;17/5/2023;0.0;88.8;281.5;0.0
Canelones;18/5/2023;0.0;75.2;251.1;0.0
Canelones;19/5/2023;13.5;79.4;257.7;0.0
Canelones;20/5/2023;0.0;28.8;153.3;0.0
Canelones;21/5/2023;0.0;13.9;122.2;0.0
Canelones;22/5/2023;0.0;28.0;149.3;0.0
Canelones;23/5/2023;0.5;21.0;134.4;0.0
Canelones;24/5/2023;7.8;0.0;92.1;0.0
Canelones;25/5/2023;0.2;0.0;91.5;0.0
Canelones;26/5/2023;35.7;7.0;104.5;0.0
Canelones;27/5/2023;0.0;96.9;277.1;0.0
Canelones;28/5/2023;0.0;75.8;234.9;0.0
Canelones;29/5/2023;0.0;78.9;239.5;0.0
Canelones;30/5/2023;0.0;58.8;200.0;0.0
Canelones;31/5/2023;0.0;18.3;122.5;0.0
Canelones;1/6/2023;0.0;81.4;240.0;0.0
Canelones;2/6/2023;0.0;32.6;147.9;0.0
Canelones;3/6/2023;0.0;46.9;173.7;0.0
Canelones;4/6/2023;0.0;69.5;214.4;0.0
Canelones;5/6/2023;0.0;64.5;204.3;0.0
Canelones;6/6/2023;2.0;23.6;128.6;0.0
Canelones;7/6/2023;0.0;48.2;173.0;0.0
Canelones;8/6/2023;0.0;40.0;157.5;0.0
Canelones;9/6/2023;0.0;0.0;84.6;0.0
Canelones;10/6/2023;0.0;0.0;84.3;0.0
Canelones;11/6/2023;0.0;49.4;172.9;0.0
Canelones;12/6/2023;1.2;75.2;218.5;0.0
Canelones;13/6/2023;0.0;88.7;242.0;0.0
Canelones;14/6/2023;0.0;86.7;238.0;0.0
Canelones;15/6/2023;0.0;88.8;241.2;0.0
Canelones;16/6/2023;0.0;50.6;173.1;2.0
Canelones;17/6/2023;0.0;54.8;180.2;0.0
Canelones;18/6/2023;0.0;31.0;137.9;0.0
Canelones;19/6/2023;1.0;45.5;163.4;0.0
Canelones;20/6/2023;0.0;37.2;148.7;0.0
Canelones;21/6/2023;0.0;17.6;113.9;0.0
Canelones;22/6/2023;0.0;43.4;159.7;6.0
Canelones;23/6/2023;0.0;5.2;92.0;0.0
Canelones;24/6/2023;0.0;0.0;82.9;0.0
Canelones;25/6/2023;1.2;6.2;94.0;0.0
Canelones;26/6/2023;1.2;0.0;83.1;0.0
Canelones;27/6/2023;0.0;0.0;83.2;3.0
Canelones;28/6/2023;0.0;89.8;243.2;0.0
Canelones;29/6/2023;0.0;80.4;226.9;0.0
Canelones;30/6/2023;0.0;79.3;225.4;0.0
Canelones;1/7/2023;0.0;73.0;215.4;0.0
Canelones;2/7/2023;0.0;69.9;210.4;0.0
Canelones;3/7/2023;0.0;44.1;164.5;0.0
Canelones;4/7/2023;17.0;43.1;163.2;0.0
Canelones;5/7/2023;0.6;79.9;230.9;0.0
Canelones;6/7/2023;9.8;1.0;87.5;0.0
Canelones;7/7/2023;0.0;89.9;251.2;0.0
Canelones;8/7/2023;0.0;79.6;233.4;0.0
Canelones;9/7/2023;0.1;39.8;160.6;0.0
Canelones;10/7/2023;0.0;75.3;227.6;0.0
Canelones;11/7/2023;2.6;34.5;152.4;0.0
Canelones;12/7/2023;13.7;0.0;88.2;0.0
Canelones;13/7/2023;0.0;16.2;119.4;0.0
Canelones;14/7/2023;0.0;75.8;233.7;0.0
Canelones;15/7/2023;0.0;16.1;120.8;0.0
Canelones;16/7/2023;0.0;82.6;249.8;0.0
Canelones;17/7/2023;0.0;66.3;219.9;0.0
Canelones;18/7/2023;0.0;82.2;252.5;0.0
Canelones;19/7/2023;0.0;72.1;234.2;1.0
Canelones;20/7/2023;0.0;35.0;162.3;0.0
Canelones;21/7/2023;0.0;59.8;213.0;0.0
Canelones;22/7/2023;0.0;40.8;176.3;0.0
Canelones;23/7/2023;0.0;60.5;217.8;0.0
Canelones;24/7/2023;0.0;0.0;95.7;0.0
Canelones;25/7/2023;8.5;60.2;220.6;0.0
Canelones;26/7/2023;0.3;23.6;146.4;0.0
Canelones;27/7/2023;0.0;23.6;147.4;0.0
Canelones;28/7/2023;0.0;42.1;187.8;0.0
Canelones;29/7/2023;0.0;63.5;235.0;0.0
Canelones;30/7/2023;0.0;60.4;230.4;0.0
Canelones;31/7/2023;0.0;59.3;229.9;0.0
Canelones;1/8/2023;0.0;81.5;280.4;0.0
Canelones;2/8/2023;0.0;76.4;271.7;0.0
Canelones;3/8/2023;0.0;32.8;177.1;0.0
Canelones;4/8/2023;0.1;91.3;310.2;0.0
Canelones;5/8/2023;0.3;93.0;316.8;0.0
Canelones;6/8/2023;0.2;43.0;205.5;0.0
Canelones;7/8/2023;0.0;91.5;319.3;0.0
Canelones;8/8/2023;0.0;94.1;328.3;0.0
Canelones;9/8/2023;0.0;59.7;250.6;0.0
Canelones;10/8/2023;0.0;36.9;198.7;0.0
Canelones;11/8/2023;0.0;90.5;329.1;0.0
Canelones;12/8/2023;0.0;97.7;349.8;0.0
Canelones;13/8/2023;0.0;80.6;311.3;0.0
Canelones;14/8/2023;0.0;79.4;311.3;0.0
Canelones;15/8/2023;0.0;79.1;313.7;0.0
Canelones;16/8/2023;101.5;22.3;173.8;0.0
Canelones;17/8/2023;55.5;0.0;118.9;0.0
Canelones;18/8/2023;2.3;24.9;183.9;0.0
Canelones;19/8/2023;0.2;89.2;352.2;0.0
Canelones;20/8/2023;0.0;53.2;261.4;0.0
Canelones;21/8/2023;6.3;31.1;205.6;0.0
Canelones;22/8/2023;0.0;60.2;285.1;0.0
Canelones;23/8/2023;0.0;19.1;177.3;0.0
Canelones;24/8/2023;0.0;69.7;316.8;0.0
Canelones;25/8/2023;0.0;88.4;371.2;0.0
Canelones;26/8/2023;0.0;91.8;384.1;0.0
Canelones;27/8/2023;0.0;79.8;354.2;0.0
Canelones;28/8/2023;0.0;92.1;392.4;0.0
Canelones;29/8/2023;0.0;67.7;326.6;0.0
Canelones;30/8/2023;0.0;84.4;377.6;0.0
Canelones;31/8/2023;0.0;80.6;370.3;0.0
Canelones;1/9/2023;0.0;66.2;331.5;0.0
Canelones;2/9/2023;0.0;47.5;279.4;0.0
Canelones;3/9/2023;6.2;0.0;139.9;0.0
Canelones;4/9/2023;0.0;44.6;275.7;0.0
Canelones;5/9/2023;0.0;61.0;328.4;0.0
Canelones;6/9/2023;1.6;54.7;312.1;0.0
Canelones;7/9/2023;24.5;0.0;145.2;0.0
Canelones;8/9/2023;0.0;89.8;427.6;0.0
Canelones;9/9/2023;0.0;80.0;400.6;0.0
Canelones;10/9/2023;0.0;61.7;345.9;0.0
Canelones;11/9/2023;9.5;8.6;178.0;5.0
Canelones;12/9/2023;0.0;69.1;375.8;0.0
Canelones;13/9/2023;0.0;73.9;395.0;0.0
Canelones;14/9/2023;0.0;89.8;451.0;0.0
Canelones;15/9/2023;0.0;80.2;422.9;0.0
Canelones;16/9/2023;0.0;83.3;436.9;0.0
Canelones;17/9/2023;9.5;8.4;186.9;0.0
Canelones;18/9/2023;0.0;50.2;331.2;0.0
Canelones;19/9/2023;0.0;58.4;362.1;0.0
Canelones;20/9/2023;0.6;21.6;237.5;0.0
Canelones;21/9/2023;0.0;5.0;181.2;0.0
Canelones;22/9/2023;0.0;41.3;310.9;0.0
Canelones;23/9/2023;0.0;29.7;271.8;0.0
Canelones;24/9/2023;0.0;24.6;256.0;0.0
Canelones;25/9/2023;0.0;77.8;450.0;0.0
Canelones;26/9/2023;0.0;16.3;229.8;0.0
Canelones;27/9/2023;0.0;84.6;481.9;0.0
Canelones;28/9/2023;0.0;84.4;484.8;0.0
Canelones;29/9/2023;0.0;83.3;484.4;0.0
Canelones;30/9/2023;0.0;74.2;453.6;0.0
Canelones;1/10/2023;0.0;93.2;528.9;0.0
Canelones;2/10/2023;0.0;89.0;516.6;0.0
Canelones;3/10/2023;5.4;40.8;335.4;0.0
Canelones;4/10/2023;0.0;59.0;407.9;0.0
Canelones;5/10/2023;0.0;90.6;533.6;0.0
Canelones;6/10/2023;0.0;90.3;536.1;0.0
Canelones;7/10/2023;0.0;90.1;538.9;0.0
Canelones;8/10/2023;0.0;88.3;535.0;0.0
Canelones;9/10/2023;0.0;85.6;528.0;0.0
Canelones;10/10/2023;17.9;82.3;518.0;0.0
Canelones;11/10/2023;0.0;23.4;283.6;0.0
Canelones;12/10/2023;0.0;35.1;332.6;0.0
Canelones;13/10/2023;0.0;90.9;562.9;0.0
Canelones;14/10/2023;0.0;91.5;568.5;0.0
Canelones;15/10/2023;0.0;85.0;545.1;0.0
Canelones;16/10/2023;0.0;72.5;496.2;0.0
Canelones;17/10/2023;0.0;53.0;417.7;0.0
Canelones;18/10/2023;0.0;86.7;561.4;0.0
Canelones;19/10/2023;0.0;61.9;459.9;0.0
Canelones;20/10/2023;0.0;80.9;542.9;0.0
Canelones;21/10/2023;1.7;73.1;512.5;0.0
Canelones;22/10/2023;0.7;17.5;276.2;0.0
Canelones;23/10/2023;12.5;0.0;202.2;0.0
Canelones;24/10/2023;0.0;19.6;288.4;4.0
Canelones;25/10/2023;0.0;50.5;424.3;0.0
Canelones;26/10/2023;0.0;86.4;583.9;0.0
Canelones;27/10/2023;0.0;81.7;566.0;0.0
Canelones;28/10/2023;0.0;74.0;534.7;0.0
Canelones;29/10/2023;28.2;52.2;440.1;0.0
Canelones;30/10/2023;1.5;16.4;282.0;0.0
Canelones;31/10/2023;23.4;0.0;209.9;0.0
Canelones;1/11/2023;0.0;45.2;414.2;0.0
Canelones;2/11/2023;26.2;3.7;228.4;0.0
Canelones;3/11/2023;3.4;8.1;249.3;0.0
Canelones;4/11/2023;0.0;99.3;666.2;0.0
Canelones;5/11/2023;0.0;89.6;624.1;0.0
Canelones;6/11/2023;0.0;94.5;649.1;0.0
Canelones;7/11/2023;3.5;84.9;607.0;0.0
Canelones;8/11/2023;0.0;85.4;611.7;0.0
Canelones;9/11/2023;0.0;92.5;646.8;0.0
Canelones;10/11/2023;36.5;24.7;333.2;0.0
Canelones;11/11/2023;0.1;78.4;585.2;0.0
Canelones;12/11/2023;0.0;65.9;528.6;0.0
Canelones;13/11/2023;0.0;49.2;451.5;0.0
Canelones;14/11/2023;0.0;77.9;588.6;0.0
Canelones;15/11/2023;7.5;54.8;480.7;0.0
Canelones;16/11/2023;0.0;82.0;611.2;0.0
Canelones;17/11/2023;1.4;83.3;619.2;0.0
Canelones;18/11/2023;0.0;91.0;658.0;0.0
Canelones;19/11/2023;0.0;91.6;662.5;0.0
Canelones;20/11/2023;0.0;88.6;649.6;0.0
Canelones;21/11/2023;1.8;54.2;485.9;0.0
Canelones;22/11/2023;0.0;87.6;648.1;0.0
Canelones;23/11/2023;0.0;82.5;624.9;0.0
Canelones;24/11/2023;0.0;92.3;673.9;0.0
Canelones;25/11/2023;0.0;72.3;578.3;0.0
Canelones;26/11/2023;0.0;90.0;665.4;0.0
Canelones;27/11/2023;0.0;87.0;652.3;0.0
Canelones;28/11/2023;0.0;83.4;635.7;0.0
Canelones;29/11/2023;0.0;44.5;446.5;0.0
Canelones;30/11/2023;0.0;92.4;681.9;0.0
Canelones;1/12/2023;52.6;14.1;298.9;0.0
Canelones;2/12/2023;0.0;71.8;582.9;0.0
Canelones;3/12/2023;0.6;5.6;258.1;0.0
Canelones;4/12/2023;0.0;78.7;618.7;0.0
Canelones;5/12/2023;16.4;70.9;581.1;0.0
Canelones;6/12/2023;8.7;3.5;248.6;0.0
Canelones;7/12/2023;1.2;71.5;585.4;0.0
Canelones;8/12/2023;0.0;90.4;679.5;0.0
Canelones;9/12/2023;0.0;68.6;572.2;0.0
Canelones;10/12/2023;0.0;75.6;607.2;0.0
Canelones;11/12/2023;0.0;94.4;701.2;0.0
Canelones;12/12/2023;0.4;92.3;691.3;0.0
Canelones;13/12/2023;0.3;28.0;371.8;0.0
Canelones;14/12/2023;0.0;47.5;469.3;0.0
Canelones;15/12/2023;0.0;46.1;462.4;0.0
